Name,Protein,Carbs,Fat,Fiber,Sugar,Water,Sodium,Calcium,Iron,Potassium,Cholesterol,Calories
"Chicken fillet sandwich, fried, on white bun; with cheese",13.51,25.06,13.88,1.5,3.04,45.14,574,191,1.65,206,30,279.2
"Chicken fillet sandwich, from school cafeteria",14.62,29.8,8.06,4.4,2.73,45.28,457,107,3.09,262,16,250.22
"Chicken fillet sandwich, grilled, from fast food",21.5,19.4,6.18,0.7,2.82,50.89,430,60,1.59,258,57,219.22
"Chicken fillet sandwich, grilled, from fast food, with cheese",21.4,17.46,9.11,0.6,2.76,49.57,511,175,1.45,244,62,237.43
"Chicken fillet sandwich, grilled, on wheat bun",22.58,18.19,4.88,1.9,2.61,52.22,399,80,1.36,293,58,207.0
"Chicken fillet sandwich, grilled, on wheat bun, with cheese",22.34,16.38,8.01,1.6,2.58,50.71,485,195,1.25,274,62,226.97
"Chicken fillet sandwich, grilled, on white bun",21.82,19.69,4.84,0.7,2.86,51.65,408,61,1.62,262,58,209.6
"Chicken fillet sandwich, grilled, on white bun, with cheese",21.68,17.68,7.99,0.6,2.79,50.22,493,178,1.47,247,62,229.35
"Chicken fillet wrap sandwich, fried, from fast food",12.73,24.33,16.74,2.0,1.8,43.47,712,188,1.68,202,30,298.9
"Chicken fillet wrap sandwich, grilled, from fast food",20.87,17.21,10.48,1.2,1.56,48.77,592,176,1.52,245,62,246.64
"Chicken fillet, breaded",14.62,14.86,13.58,1.7,0.57,54.83,527,39,0.84,281,36,240.14
"Chicken fillet, grilled",22.28,2.37,5.81,0.1,0.0,68.54,450,11,0.37,226,68,150.89
"Chicken fricassee, Puerto Rican style",12.14,7.13,10.67,1.2,1.26,67.5,754,18,0.78,316,44,173.11
"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",17.13,4.64,2.47,0.8,0.83,75.0,239,17,0.54,255,51,109.31
"Chicken in cream sauce with noodles and vegetable, frozen meal",8.75,13.25,4.28,1.0,1.23,72.22,467,34,0.84,128,34,126.52
"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",7.6,11.05,3.61,1.2,1.26,76.32,423,18,0.59,181,24,107.09
"Chicken in soy-based sauce, rice and vegetables, frozen meal",6.56,17.87,0.9,0.9,1.6,73.48,335,15,0.67,153,16,105.82
Chicken kiev,21.31,5.45,19.1,0.1,0.01,51.64,656,43,0.65,257,104,278.94
"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",23.77,0.12,13.63,0.0,0.12,61.41,358,18,0.98,265,136,218.23
"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",25.54,0.0,9.15,0.0,0.0,64.25,362,16,1.0,274,139,184.51
"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",23.16,0.0,12.81,0.0,0.0,63.35,341,10,1.08,249,131,207.93
"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",24.41,0.0,7.13,0.0,0.0,67.77,345,10,1.13,262,131,161.81
"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",20.96,3.93,13.38,0.2,0.07,60.74,428,14,1.21,226,117,219.98
"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",23.87,0.0,8.96,0.0,0.0,66.28,419,10,1.11,257,128,176.12
"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",19.0,5.91,17.16,0.2,0.1,57.09,353,15,1.24,205,105,254.08
"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",23.92,0.0,8.98,0.0,0.0,66.41,343,10,1.11,257,128,176.5
"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",18.64,7.28,12.32,0.2,5.94,60.35,578,14,0.98,240,105,214.56
"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",19.63,7.28,7.79,0.2,5.94,63.88,582,14,1.02,251,105,177.75
"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",22.65,0.0,14.52,0.0,0.0,61.96,414,10,1.06,244,128,221.28
"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",23.87,0.0,8.96,0.0,0.0,66.28,419,10,1.11,257,128,176.12
"Chicken leg, drumstick and thigh, rotisserie, skin eaten",23.77,0.12,13.63,0.0,0.12,61.41,358,18,0.98,265,136,218.23
"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",25.54,0.0,9.15,0.0,0.0,64.25,362,16,1.0,274,139,184.51
"Chicken leg, drumstick and thigh, sauteed, skin eaten",22.65,0.0,14.52,0.0,0.0,61.96,414,10,1.06,244,128,221.28
"Chicken leg, drumstick and thigh, sauteed, skin not eaten",23.87,0.0,8.96,0.0,0.0,66.28,419,10,1.11,257,128,176.12
"Chicken leg, drumstick and thigh, stewed, skin eaten",22.45,0.0,13.44,0.0,0.0,63.19,396,12,1.09,237,135,210.76
"Chicken leg, drumstick and thigh, stewed, skin not eaten",24.1,0.0,7.5,0.0,0.0,67.54,399,12,1.13,253,134,163.9
"Chicken liver, braised",24.26,0.86,6.46,0.0,0.0,66.26,398,11,11.53,261,558,158.62
"Chicken liver, fried",19.98,6.41,8.66,0.2,0.02,62.74,443,11,10.04,230,392,183.5
"Chicken noodle dinner, baby food, NS as to strained or junior",3.53,7.8,3.22,1.7,2.68,85.05,25,27,0.49,143,8,74.3
"Chicken noodle dinner, baby food, junior",3.53,7.8,3.23,1.7,2.67,85.05,25,27,0.49,143,8,74.39
"Chicken noodle dinner, baby food, strained",3.53,7.81,3.22,1.7,2.69,85.05,25,27,0.49,143,8,74.34
"Chicken nuggets, NFS",15.92,14.93,20.36,0.9,0.08,46.53,594,11,0.83,251,55,306.64
"Chicken nuggets, from fast food",15.92,14.93,20.36,0.9,0.08,46.53,594,11,0.83,251,55,306.64
"Chicken nuggets, from frozen",13.36,17.88,19.23,1.8,0.8,47.07,600,52,1.06,229,36,298.03
"Chicken nuggets, from other sources",15.15,15.81,20.02,1.2,0.3,46.69,596,23,0.9,244,49,304.02
"Chicken nuggets, from restaurant",15.92,14.93,20.36,0.9,0.08,46.53,594,11,0.83,251,55,306.64
"Chicken nuggets, from school lunch",15.67,22.86,12.9,2.2,0.49,46.53,511,32,1.99,231,50,270.22
"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",9.53,6.35,13.25,0.5,2.46,69.26,482,59,0.66,170,77,182.77
"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",9.37,6.81,13.67,0.6,2.57,68.68,428,63,0.58,186,78,187.75
"Chicken or turkey and corn hominy soup,  home recipe, Mexican style",7.89,5.11,2.45,0.4,1.52,83.6,293,8,0.45,146,26,74.05
Chicken or turkey and noodles with cheese sauce,8.95,13.56,6.16,0.6,0.24,69.88,341,97,0.9,99,41,145.48
Chicken or turkey and noodles with cream or white sauce,7.38,15.23,5.44,0.6,1.57,70.62,345,45,0.92,107,38,139.4
Chicken or turkey and noodles with gravy,6.99,15.23,5.67,0.7,0.31,70.92,350,12,0.94,79,35,139.91
Chicken or turkey and noodles with mushroom sauce,6.92,14.87,5.44,0.8,0.8,71.59,337,24,0.89,94,32,136.12
Chicken or turkey and noodles with soy-based sauce,11.6,7.69,9.02,0.6,0.92,70.5,391,19,0.54,177,44,158.34
Chicken or turkey and noodles with tomato-based sauce,7.12,15.17,5.44,1.1,1.36,70.91,343,13,1.22,161,34,138.12
"Chicken or turkey and noodles, no sauce",7.73,15.47,6.14,0.7,0.25,69.44,353,11,1.04,75,39,148.06
Chicken or turkey and potatoes with gravy,7.26,8.9,6.31,0.9,0.51,76.02,441,11,0.61,232,26,121.43
Chicken or turkey and rice with cream sauce,8.12,12.78,5.8,0.5,1.98,71.98,380,48,0.82,147,27,135.8
Chicken or turkey and rice with mushroom sauce,5.67,15.44,5.47,0.4,0.59,72.26,346,22,0.71,88,16,133.67
Chicken or turkey and rice with soy-based sauce,11.96,8.11,9.22,0.5,0.94,69.47,395,20,0.74,186,45,163.26
Chicken or turkey and rice with tomato-based sauce,5.72,15.66,6.18,0.6,1.09,71.14,349,12,1.0,148,17,141.14
"Chicken or turkey and rice, no sauce",6.46,16.97,5.84,0.2,0.03,69.56,353,10,0.86,71,20,146.28
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",9.87,5.54,7.24,0.7,0.72,75.84,365,132,0.43,162,37,126.8
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",7.16,6.43,7.45,0.9,0.9,77.86,368,15,0.39,145,28,121.41
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",8.72,5.08,7.96,1.1,0.98,77.07,379,14,0.45,160,33,126.84
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",10.6,4.44,8.22,0.9,1.69,75.54,352,21,0.71,221,40,134.14
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",7.28,6.35,7.81,1.5,2.38,77.18,366,17,0.79,259,26,124.81
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",9.83,3.88,7.24,0.9,0.8,77.53,353,135,0.43,155,37,120.0
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",7.1,4.47,7.44,1.0,1.0,79.83,367,19,0.4,136,28,113.24
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",9.66,2.88,7.78,1.4,1.22,78.41,386,21,0.5,166,37,120.18
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",8.18,5.38,4.56,0.9,2.93,80.24,413,20,0.56,185,21,95.28
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",7.23,4.42,7.8,1.6,2.47,79.12,365,20,0.79,250,26,116.8
"Chicken or turkey broth, bouillon, or consomme",0.64,0.44,0.21,0.0,0.43,97.81,371,4,0.07,18,2,6.21
"Chicken or turkey broth, less or reduced sodium, canned or ready-to-serve",1.36,0.38,0.0,0.0,0.22,97.32,231,8,0.26,85,0,6.96
"Chicken or turkey broth, with tomato, home recipe",0.85,2.37,4.28,0.6,1.34,91.66,259,13,0.4,102,1,51.4
"Chicken or turkey broth, without tomato, home recipe",2.52,3.53,1.2,0.0,1.58,92.15,143,3,0.21,105,3,35.0
Chicken or turkey cacciatore,13.19,6.94,10.63,1.1,1.6,66.68,664,42,1.02,290,58,176.19
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",8.68,2.71,1.95,1.0,0.96,85.45,262,61,0.89,264,23,63.11
"Chicken or turkey cake, patty, or croquette",20.85,2.56,18.7,0.2,0.51,56.29,576,23,0.86,228,121,261.94
Chicken or turkey chow mein or chop suey with noodles,9.91,11.15,5.43,1.5,1.54,72.26,408,19,1.25,174,33,133.11
"Chicken or turkey chow mein or chop suey, no noodles",9.78,3.84,3.23,0.8,1.76,82.1,344,21,0.52,183,37,83.55
Chicken or turkey cordon bleu,22.63,9.26,9.12,0.6,0.63,57.13,607,97,1.1,254,83,209.64
"Chicken or turkey corn soup with noodles, home recipe",4.67,7.34,1.81,0.6,1.34,85.18,338,10,0.43,104,18,64.33
"Chicken or turkey creole, without rice",13.82,2.96,4.22,1.1,1.83,77.76,363,24,0.74,277,55,105.1
Chicken or turkey divan,15.51,3.99,7.23,1.3,0.96,71.98,296,97,0.7,206,70,143.07
Chicken or turkey fricassee,10.65,3.5,7.14,0.1,0.26,77.66,418,9,0.51,117,46,120.86
"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",25.15,0.0,11.01,0.0,0.0,61.98,742,14,0.71,262,106,199.69
"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",14.0,2.54,13.12,0.7,1.19,68.5,593,17,0.71,219,52,184.24
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11.08,2.78,5.61,0.9,1.07,79.36,224,97,0.72,251,34,105.93
"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",10.4,2.8,4.52,0.9,1.1,81.29,172,100,0.72,243,32,93.48
"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11.0,2.41,1.41,0.9,0.97,84.52,137,27,0.72,257,31,66.33
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",10.22,2.84,1.33,1.0,1.25,84.94,132,28,0.68,261,29,64.21
"Chicken or turkey gumbo soup, home recipe, canned or ready-to-serve",1.08,3.43,0.59,0.8,1.02,93.84,391,10,0.37,31,2,23.35
Chicken or turkey hash,9.64,8.16,4.1,1.3,0.94,76.8,254,22,0.73,333,30,108.1
"Chicken or turkey mushroom soup, cream of, prepared with milk",2.47,8.41,3.42,1.6,2.84,84.72,354,74,0.35,106,8,74.3
"Chicken or turkey noodle soup, canned or ready-to-serve",1.2,3.07,0.78,0.5,0.0,93.98,346,5,0.34,24,4,24.1
"Chicken or turkey noodle soup, chunky style, canned or ready-to-serve",3.09,4.46,1.16,0.8,0.38,89.88,306,11,0.35,117,5,40.64
"Chicken or turkey noodle soup, cream of, home recipe, canned, or ready-to-serve",2.86,5.47,1.77,0.4,2.45,88.62,359,66,0.33,103,8,49.25
"Chicken or turkey noodle soup, home recipe",5.56,4.93,2.22,0.4,0.93,86.27,369,12,0.45,102,23,61.94
"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",3.29,3.84,1.34,0.8,0.34,90.46,186,11,0.33,285,4,40.58
Chicken or turkey parmigiana,16.25,8.26,8.29,0.8,1.7,65.11,415,118,1.0,228,70,172.65
Chicken or turkey pot pie,5.11,19.21,11.85,1.1,2.26,62.58,393,20,0.76,110,15,203.93
"Chicken or turkey rice soup, canned, or ready-to-serve",0.92,5.8,0.78,0.5,0.12,91.5,325,22,0.12,17,2,33.9
"Chicken or turkey rice soup, home recipe",5.22,5.66,2.03,0.3,0.84,86.09,367,12,0.47,95,19,61.79
"Chicken or turkey rice soup, reduced sodium, canned, prepared with milk",2.48,6.02,1.6,0.4,2.87,88.92,180,64,0.0,318,6,48.4
"Chicken or turkey rice soup, reduced sodium, canned, prepared with water or ready-to-serve",0.8,3.61,0.6,0.4,0.4,94.33,165,1,0.0,243,2,23.04
Chicken or turkey salad with egg,13.85,2.66,18.06,0.4,2.01,64.06,450,21,0.57,199,92,228.58
Chicken or turkey salad with nuts and/or fruits,12.51,5.95,17.85,1.1,4.08,62.35,388,31,0.66,232,53,234.49
"Chicken or turkey salad, made with Italian dressing",13.67,5.29,7.84,0.4,4.3,71.58,560,19,0.52,217,56,146.4
"Chicken or turkey salad, made with any type of fat free dressing",13.37,6.21,3.81,0.9,4.31,74.98,521,17,0.48,206,57,112.61
"Chicken or turkey salad, made with creamy dressing",13.81,3.94,13.09,0.4,2.98,67.62,542,23,0.52,212,62,188.81
"Chicken or turkey salad, made with light Italian dressing",13.6,4.85,4.71,0.4,3.97,75.24,540,20,0.51,218,56,116.19
"Chicken or turkey salad, made with light creamy dressing",13.79,4.2,6.36,0.4,3.2,73.89,528,18,0.48,205,56,129.2
"Chicken or turkey salad, made with light mayonnaise",13.6,4.68,8.15,0.4,2.73,72.15,526,18,0.49,205,60,146.47
"Chicken or turkey salad, made with light mayonnaise-type salad dressing",13.6,4.68,8.15,0.4,2.73,72.15,526,18,0.49,205,60,146.47
"Chicken or turkey salad, made with mayonnaise",13.97,2.8,18.76,0.4,2.1,63.07,480,18,0.51,206,66,235.92
"Chicken or turkey salad, made with mayonnaise-type salad dressing",13.72,5.87,7.95,0.4,4.13,71.11,486,17,0.49,207,60,149.91
"Chicken or turkey shish kabob with vegetables, excluding potatoes",12.95,5.0,3.71,0.9,2.33,77.17,346,17,0.62,243,51,105.19
Chicken or turkey souffle,11.74,5.5,11.04,0.1,2.24,70.22,393,76,0.84,178,146,168.32
"Chicken or turkey soup with dumplings and potatoes, home recipe, canned, or ready-to-serve",3.09,4.46,1.16,0.8,0.38,89.88,306,11,0.35,117,5,40.64
"Chicken or turkey soup with dumplings, home recipe, canned or ready-to-serve",3.09,4.46,1.16,0.8,0.38,89.88,306,11,0.35,117,5,40.64
"Chicken or turkey soup with vegetables and fruit, Asian Style",5.07,2.17,1.23,0.2,1.87,89.98,569,16,0.3,96,20,40.03
"Chicken or turkey soup with vegetables, broccoli, carrots, celery, potatoes and onions, Asian style",5.45,2.26,2.23,0.6,0.88,88.9,404,20,0.33,126,21,50.91
"Chicken or turkey soup, cream of, NS as to prepared with milk or water",1.21,3.63,2.93,0.0,0.27,91.2,358,9,0.54,25,4,45.73
"Chicken or turkey soup, cream of, canned, reduced sodium, NS as to made with milk or water",0.91,4.82,0.66,0.2,0.2,92.75,183,7,0.1,138,3,28.86
"Chicken or turkey soup, cream of, canned, reduced sodium, made with milk",2.57,7.19,1.65,0.2,2.64,87.42,198,68,0.1,214,7,53.89
"Chicken or turkey soup, cream of, canned, reduced sodium, made with water",0.91,4.82,0.66,0.2,0.2,92.75,183,7,0.1,138,3,28.86
"Chicken or turkey soup, cream of, prepared with milk",2.86,6.02,3.88,0.0,2.72,85.89,370,70,0.53,103,8,70.44
"Chicken or turkey soup, cream of, prepared with water",1.21,3.63,2.93,0.0,0.27,91.2,358,9,0.54,25,4,45.73
"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.57,8.68,2.27,1.5,1.53,81.37,248,16,0.68,210,20,81.43
"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",6.82,9.83,2.34,2.2,2.4,79.68,285,26,0.88,275,20,87.66
"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.08,7.85,2.33,1.2,1.46,82.6,253,17,0.5,238,21,76.69
"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.33,9.05,2.41,1.9,2.35,80.85,291,27,0.7,305,21,83.21
Chicken or turkey tetrazzini,11.96,6.96,4.76,0.5,0.23,75.3,388,18,0.43,129,37,118.52
"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",5.06,6.88,2.64,0.6,0.87,84.12,354,10,0.69,70,12,71.52
"Chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",1.16,5.2,4.46,0.3,0.64,87.9,416,15,0.16,73,7,65.58
"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",6.85,7.65,2.21,1.2,2.37,82.15,269,21,0.57,214,22,77.89
"Chicken or turkey vegetable soup with rice, stew type, chunky style",5.11,5.41,1.33,0.4,0.6,86.78,370,14,0.78,45,5,54.05
"Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",1.97,4.68,0.73,0.9,1.01,91.68,229,14,0.25,133,3,33.17
"Chicken or turkey vegetable soup, home recipe",4.52,4.14,1.7,0.8,1.31,88.66,305,12,0.38,141,16,49.94
"Chicken or turkey vegetable soup, stew type",5.06,6.88,2.64,0.6,0.87,84.12,354,10,0.69,70,12,71.52
Chicken or turkey with cheese sauce,21.77,1.64,8.9,0.0,0.06,66.03,527,103,0.61,237,90,173.74
Chicken or turkey with cream sauce,19.81,2.74,7.41,0.0,1.38,68.56,513,46,0.59,241,85,156.89
Chicken or turkey with dumplings,15.64,7.95,5.49,0.3,0.45,69.39,488,50,0.9,173,61,143.77
Chicken or turkey with mushroom sauce,19.29,1.84,5.69,0.1,0.57,71.8,521,25,0.55,223,79,135.73
Chicken or turkey with stuffing,20.04,11.74,4.88,0.5,1.27,61.95,454,25,1.09,229,77,171.04
Chicken or turkey with teriyaki,25.73,1.62,5.96,0.0,1.47,64.78,723,16,0.86,285,105,163.04
"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",6.47,6.81,6.86,1.2,0.92,78.48,245,57,0.97,257,18,114.86
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6.92,6.13,7.72,1.2,1.18,77.82,252,68,0.85,252,21,121.68
"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6.62,6.19,7.89,1.3,1.38,77.92,213,101,0.8,245,22,122.25
"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",5.59,12.69,6.16,0.8,1.07,74.14,340,71,0.82,112,17,128.56
"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",5.53,11.52,6.57,0.9,1.12,74.92,344,73,0.82,106,17,127.33
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.93,15.32,5.97,1.1,0.69,68.3,340,97,0.97,130,39,150.73
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.13,14.86,5.2,1.0,0.7,72.6,344,14,0.88,100,29,130.76
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",8.0,18.11,5.41,1.4,0.83,67.19,352,16,1.15,120,37,153.13
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6.19,14.69,5.84,1.4,1.55,71.93,342,15,1.1,166,28,136.08
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6.09,14.5,5.63,1.1,1.07,72.56,345,24,0.83,111,26,133.03
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.9,14.16,5.97,1.1,0.74,69.44,346,99,0.97,125,39,145.97
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6.06,13.46,5.62,1.2,1.12,73.62,338,26,0.83,106,26,128.66
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.08,13.69,5.62,1.1,0.75,73.42,335,16,0.88,94,29,129.66
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",7.95,16.59,5.46,1.5,0.9,68.67,351,18,1.15,113,37,147.3
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.16,13.58,5.84,1.5,1.6,73.03,348,17,1.1,161,28,131.52
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",7.57,12.86,5.93,1.3,0.9,72.06,337,94,0.44,260,26,135.09
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",4.84,12.15,6.74,1.3,1.25,74.98,338,22,0.35,225,14,128.62
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",4.75,12.27,6.82,1.3,0.89,74.9,336,12,0.36,223,16,129.46
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6.21,14.81,5.7,1.7,1.11,71.84,356,13,0.45,289,20,135.38
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",4.84,12.18,7.03,1.6,1.72,74.53,335,13,0.58,287,14,131.35
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",7.54,11.71,5.93,1.4,0.96,73.2,343,96,0.44,255,26,130.37
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",4.79,11.09,7.11,1.4,1.29,75.69,342,24,0.36,220,14,127.51
